class,odor,spore-print-color,habitat,population,cap-shape,gill-size
p,f,h,g,y,x,b
p,f,h,g,y,x,b
p,f,h,g,y,f,b
e,n,n,d,y,f,b
p,f,h,d,v,x,b
p,f,h,d,v,x,b
p,f,h,g,y,f,b
p,c,n,d,s,x,n
p,c,n,d,v,x,n
p,f,h,g,v,x,b
p,f,h,g,s,x,b
p,f,h,g,v,x,b
e,n,k,d,y,f,b
p,f,h,d,v,f,b
e,n,k,d,v,f,b
p,f,h,p,y,f,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
p,f,h,p,y,x,b
p,f,h,d,y,x,b
e,n,n,d,v,f,b
p,f,h,p,v,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
p,f,h,p,y,f,b
e,n,k,d,v,x,b
p,f,h,d,v,f,b
p,f,h,p,v,x,b
p,f,h,d,v,f,b
p,f,h,p,v,x,b
p,f,h,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
p,f,h,g,v,f,b
p,f,h,d,y,f,b
p,f,h,p,y,x,b
p,y,w,p,v,x,n
p,f,h,p,y,x,b
p,f,h,g,v,x,b
p,c,n,d,v,x,n
p,f,h,g,v,f,b
p,f,h,g,s,f,b
p,f,h,d,v,x,b
p,f,h,d,y,x,b
p,c,k,d,s,x,n
p,f,h,d,v,x,b
e,n,k,d,v,f,b
p,f,h,g,y,x,b
p,f,h,d,v,x,b
p,f,h,p,v,x,b
p,f,h,g,v,f,b
p,f,h,d,y,x,b
e,n,k,d,v,f,b
p,f,h,d,y,x,b
e,n,n,d,y,f,b
p,f,h,d,v,f,b
p,f,h,p,y,f,b
p,f,h,d,v,f,b
p,c,k,d,v,x,n
p,f,h,d,y,x,b
e,n,k,d,v,f,b
p,c,k,d,s,x,n
p,f,h,d,v,x,b
p,f,h,d,y,x,b
p,c,n,d,v,x,n
p,f,h,d,y,f,b
p,f,h,p,v,f,b
e,n,k,d,v,f,b
p,f,h,p,v,x,b
p,f,h,p,v,f,b
p,c,n,d,s,x,n
p,c,k,d,v,x,n
e,n,n,d,v,x,b
p,f,h,g,v,x,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
p,f,h,d,y,f,b
p,f,h,g,y,x,b
p,f,h,d,v,x,b
p,f,h,d,y,f,b
p,f,h,p,y,f,b
e,n,n,d,y,f,b
p,f,h,p,v,x,b
p,f,h,p,v,x,b
p,f,h,p,v,f,b
p,f,h,p,y,f,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
p,f,h,g,y,x,b
e,n,h,d,y,f,n
e,n,n,d,y,f,b
p,f,h,g,v,f,b
p,f,h,g,v,f,b
p,f,h,d,y,x,b
p,f,h,p,y,x,b
p,f,h,p,v,f,b
p,f,h,d,y,x,b
p,f,h,p,v,x,b
p,f,h,p,v,x,b
p,f,h,p,y,x,b
e,n,n,d,v,x,b
p,f,h,d,y,f,b
e,n,n,d,v,f,b
p,f,h,d,v,x,b
p,f,h,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
p,f,h,g,v,f,b
e,n,k,d,v,x,b
e,n,n,d,y,f,b
p,f,h,p,v,f,b
p,c,k,d,v,x,n
p,f,h,d,y,x,b
p,y,w,d,v,x,n
p,f,h,p,v,x,b
p,f,h,d,y,f,b
e,n,n,d,y,f,b
p,f,w,l,v,x,n
e,n,n,d,v,f,b
p,n,r,m,v,b,b
e,n,k,d,y,f,b
p,f,h,g,v,f,b
e,n,k,d,y,f,b
p,f,h,p,y,f,b
p,f,h,g,y,f,b
p,f,h,g,v,f,b
e,n,n,d,v,f,b
p,f,h,p,y,x,b
p,f,h,g,v,f,b
p,f,h,d,v,x,b
p,f,h,p,y,x,b
p,f,h,g,v,f,b
p,f,h,g,v,f,b
p,f,h,p,v,x,b
e,n,k,d,v,f,b
p,f,h,d,v,f,b
p,f,h,g,v,f,b
e,n,k,d,v,f,b
p,f,h,p,v,x,b
p,f,h,p,v,x,b
e,n,k,d,y,f,b
p,f,h,p,y,f,b
e,n,k,d,y,f,b
p,f,h,g,v,x,b
p,f,h,d,v,f,b
p,f,h,d,v,x,b
p,c,k,d,s,x,n
e,n,k,d,v,f,b
p,f,h,g,y,f,b
p,f,h,d,y,x,b
p,f,h,p,v,f,b
e,n,k,d,v,f,b
p,f,h,d,y,x,b
p,f,h,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,f,h,u,v,f,b
p,f,h,p,y,x,b
p,f,h,p,v,f,b
p,f,h,p,v,x,b
p,f,h,d,v,x,b
p,f,h,d,v,f,b
p,f,h,p,v,f,b
e,n,n,d,y,f,b
p,f,h,g,v,x,b
p,f,h,g,v,f,b
p,f,h,p,y,x,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
p,f,h,g,v,f,b
p,f,h,p,y,f,b
e,n,k,d,y,f,b
p,f,h,g,y,x,b
e,n,n,d,v,f,b
p,f,h,p,v,x,b
p,f,h,d,v,x,b
p,f,h,d,v,x,b
e,n,w,l,v,f,n
p,f,h,d,v,x,b
p,f,h,g,y,f,b
p,f,h,g,v,x,b
p,f,h,g,y,f,b
p,f,h,u,s,x,b
p,f,h,d,v,f,b
p,f,h,g,v,x,b
p,f,h,p,y,f,b
p,f,h,p,v,f,b
p,f,h,d,y,f,b
e,n,k,d,y,f,b
p,f,h,p,y,x,b
p,f,h,p,y,x,b
e,n,k,d,y,f,b
p,f,h,p,v,f,b
p,f,h,d,y,f,b
p,f,h,d,y,x,b
e,n,k,d,y,f,b
p,f,h,g,v,x,b
p,f,h,p,y,x,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
p,f,h,d,v,x,b
p,f,h,p,v,f,b
p,f,h,d,v,f,b
p,f,h,p,v,f,b
p,f,h,p,y,f,b
p,f,h,g,y,f,b
p,f,h,u,s,f,b
e,n,n,d,y,f,b
p,y,w,d,v,x,n
e,n,n,d,v,x,b
p,c,k,d,v,x,n
p,c,n,d,v,x,n
p,y,w,l,v,x,n
p,f,h,p,y,f,b
p,f,h,g,v,x,b
p,f,h,u,s,x,b
p,f,h,p,y,f,b
p,f,h,d,y,x,b
p,f,h,p,y,f,b
p,f,h,d,y,f,b
p,f,h,d,y,f,b
p,f,h,g,y,x,b
p,f,h,g,y,f,b
p,f,h,g,y,x,b
p,f,h,g,v,f,b
p,f,h,g,v,x,b
p,f,h,g,y,x,b
p,f,h,g,v,x,b
p,f,h,u,v,f,b
p,f,h,g,y,x,b
p,f,h,g,y,f,b
p,f,h,d,y,f,b
p,f,h,d,y,f,b
p,f,h,d,v,f,b
p,f,h,p,v,x,b
p,f,h,p,y,x,b
e,n,n,d,v,f,b
p,f,h,d,v,f,b
p,f,h,d,y,f,b
p,f,h,p,v,f,b
p,f,h,g,v,x,b
p,f,h,p,v,x,b
p,f,h,d,y,x,b
p,f,h,p,y,x,b
p,f,h,u,s,f,b
p,f,h,g,v,f,b
p,f,h,d,v,f,b
p,f,h,p,y,f,b
p,f,h,d,y,f,b
p,f,h,d,v,f,b
p,f,h,p,v,f,b
p,f,h,g,y,x,b
p,f,h,p,y,x,b
p,f,h,g,v,f,b
p,f,h,d,y,x,b
p,f,h,d,v,f,b
p,f,h,d,v,x,b
p,f,h,g,s,x,b
p,f,h,g,y,f,b
p,f,h,g,s,x,b
p,f,h,d,v,f,b
p,f,h,d,v,x,b
p,f,h,g,y,x,b
p,f,h,g,y,x,b
p,f,h,g,v,x,b
e,n,n,d,y,f,b
p,f,h,p,y,f,b
p,f,h,p,y,x,b
p,f,h,g,v,f,b
p,f,h,p,v,f,b
p,f,h,d,y,f,b
p,f,h,p,v,x,b
p,f,h,g,y,f,b
p,f,h,p,y,x,b
p,c,k,d,s,x,n
p,f,h,d,y,x,b
p,f,h,g,y,x,b
p,f,h,g,y,f,b
p,f,h,g,v,x,b
p,f,h,g,v,f,b
p,f,h,d,v,x,b
p,f,h,g,y,x,b
p,f,h,p,v,x,b
p,f,h,d,y,x,b
p,f,h,d,v,x,b
p,f,h,p,y,f,b
p,f,h,d,v,f,b
p,f,h,p,y,x,b
e,n,w,l,v,k,n
p,f,h,p,y,f,b
p,f,h,g,y,x,b
p,f,h,g,y,f,b
p,f,h,d,v,x,b
p,f,h,p,y,x,b
p,f,h,g,v,f,b
e,n,w,w,c,f,b
p,f,h,p,v,f,b
p,f,h,d,y,x,b
p,f,h,d,y,x,b
p,f,h,p,y,f,b
p,f,h,d,v,x,b
p,f,h,g,y,f,b
p,f,h,g,v,f,b
e,n,w,w,c,k,b
p,f,h,d,v,x,b
p,f,h,p,v,f,b
p,f,h,p,y,f,b
p,f,h,g,v,f,b
p,f,h,p,y,x,b
p,f,h,p,y,f,b
p,f,h,g,y,x,b
p,f,h,g,y,f,b
p,f,h,d,y,f,b
p,f,h,d,v,x,b
p,f,h,g,v,f,b
p,f,h,d,y,f,b
p,f,h,g,y,f,b
e,n,n,d,y,f,b
p,f,h,d,y,f,b
p,f,h,d,v,f,b
p,f,h,g,v,f,b
p,f,h,g,v,x,b
p,f,h,g,y,x,b
p,f,h,p,y,x,b
p,f,h,d,y,f,b
p,f,h,g,v,x,b
p,f,h,p,y,x,b
p,f,h,g,v,f,b
p,f,h,d,v,x,b
p,f,h,g,v,f,b
p,f,h,d,y,f,b
p,f,h,g,y,f,b
p,f,h,g,v,f,b
p,f,h,g,y,f,b
p,f,h,p,y,x,b
p,f,h,g,y,f,b
p,f,h,g,y,f,b
p,f,h,p,v,f,b
e,n,h,d,v,x,n
p,f,h,g,y,f,b
p,f,h,d,y,x,b
p,s,w,p,v,x,n
p,f,h,d,v,f,b
p,n,w,d,v,k,n
p,f,h,d,y,f,b
p,f,h,d,v,x,b
p,f,h,g,y,x,b
p,f,h,g,y,f,b
p,f,h,d,v,x,b
p,f,h,d,v,x,b
p,f,h,d,v,x,b
p,f,h,g,y,x,b
p,f,h,g,y,x,b
e,n,k,d,y,f,b
p,f,h,p,y,f,b
p,f,h,g,v,x,b
p,f,h,g,v,f,b
p,f,h,p,v,x,b
p,f,h,g,y,f,b
p,f,h,g,v,f,b
p,f,h,g,y,x,b
p,f,h,u,s,f,b
p,f,h,g,v,x,b
p,f,h,p,v,x,b
p,f,h,p,v,f,b
p,f,h,d,y,f,b
p,f,h,d,v,f,b
p,f,h,g,y,f,b
p,f,h,g,v,x,b
e,n,w,w,c,x,b
p,f,h,d,v,f,b
p,f,h,d,y,f,b
p,f,h,d,y,f,b
p,f,h,p,y,x,b
p,f,h,d,v,f,b
p,f,h,g,y,x,b
p,n,w,l,c,b,n
p,f,h,u,v,f,b
p,f,h,p,y,x,b
p,f,h,d,y,f,b
p,f,h,p,v,f,b
p,f,h,p,v,f,b
p,f,h,d,y,f,b
p,f,h,d,v,x,b
p,f,h,g,v,x,b
p,f,h,g,y,f,b
p,f,h,u,s,x,b
e,n,n,d,v,f,b
p,y,w,d,v,x,n
p,f,h,d,y,f,b
p,f,h,g,y,f,b
e,n,k,d,v,f,b
e,n,w,w,c,x,b
p,f,h,g,y,x,b
p,f,h,d,y,x,b
p,f,h,p,v,x,b
p,f,h,g,y,x,b
p,f,h,g,y,f,b
p,f,h,g,y,f,b
p,f,h,g,y,x,b
p,f,h,g,v,f,b
p,f,h,g,v,x,b
p,f,h,g,y,x,b
p,f,h,p,y,f,b
p,f,h,g,y,f,b
p,f,h,d,y,x,b
p,f,h,d,v,f,b
p,f,h,p,y,f,b
e,n,h,d,y,x,n
p,f,h,g,v,x,b
p,f,h,g,v,f,b
p,f,h,g,y,f,b
p,f,h,g,v,x,b
p,f,h,g,v,f,b
p,f,h,g,v,f,b
p,f,h,d,y,f,b
p,f,h,g,v,f,b
p,f,h,d,y,f,b
p,f,h,p,v,f,b
p,f,h,p,v,f,b
p,f,h,g,y,f,b
p,f,h,d,y,f,b
e,n,n,d,y,f,b
p,f,h,u,v,f,b
p,f,h,d,v,f,b
p,f,h,p,v,f,b
p,f,h,g,y,x,b
p,f,h,p,y,f,b
p,f,h,d,v,f,b
e,n,k,d,v,f,b
p,f,h,g,y,f,b
e,n,w,w,c,x,b
p,f,h,g,y,x,b
p,f,h,d,y,x,b
p,f,h,g,y,x,b
p,f,h,p,v,f,b
e,n,k,d,y,f,b
p,f,h,d,v,f,b
p,f,h,g,v,f,b
p,f,h,d,v,x,b
p,f,h,g,v,x,b
p,y,w,d,v,x,n
p,f,h,p,v,f,b
p,f,h,g,v,x,b
p,f,h,p,v,f,b
p,f,h,d,v,f,b
p,f,h,p,v,f,b
p,f,h,g,v,f,b
p,f,h,d,v,f,b
p,f,h,g,v,f,b
p,c,k,d,v,x,n
p,f,h,g,y,x,b
p,f,h,u,s,f,b
p,f,h,g,v,x,b
p,f,h,p,y,x,b
p,f,h,d,y,x,b
e,n,k,d,y,f,b
p,f,h,d,y,f,b
p,f,h,g,v,f,b
p,f,h,p,y,f,b
p,f,h,g,y,x,b
p,f,h,d,y,x,b
p,f,h,p,y,x,b
e,n,n,d,v,f,b
p,f,h,g,y,x,b
p,f,h,g,v,f,b
p,f,h,p,v,x,b
p,f,h,g,y,x,b
p,f,h,p,y,f,b
p,f,h,g,y,f,b
p,f,h,g,y,x,b
e,n,w,w,c,k,b
p,f,h,p,y,x,b
p,s,w,d,v,x,n
p,f,h,p,y,f,b
p,f,h,p,y,x,b
p,f,h,g,v,f,b
p,f,h,d,v,f,b
p,f,h,g,y,f,b
p,f,h,g,y,f,b
p,f,h,d,y,x,b
p,f,h,u,v,x,b
p,f,h,g,v,x,b
p,f,h,p,y,f,b
p,f,h,g,y,x,b
p,f,h,p,v,x,b
p,f,h,g,v,f,b
p,f,h,g,y,x,b
p,f,h,p,v,x,b
p,f,h,p,y,f,b
p,f,h,p,y,f,b
p,f,h,p,v,f,b
e,n,k,d,y,f,b
p,f,h,d,v,x,b
p,f,h,p,v,x,b
p,f,h,g,v,f,b
p,f,h,g,v,f,b
p,f,h,d,y,x,b
p,f,h,p,v,f,b
p,f,h,d,v,x,b
p,f,h,d,v,x,b
p,f,h,d,y,x,b
p,f,h,d,y,f,b
e,n,w,l,v,f,n
p,f,h,g,v,f,b
p,f,h,p,y,x,b
p,n,w,d,v,f,n
p,f,h,p,y,f,b
p,f,h,g,v,x,b
e,n,w,w,c,f,b
p,y,w,p,v,x,n
p,c,k,d,v,x,n
p,f,h,d,y,x,b
p,f,h,g,v,f,b
p,f,h,d,y,f,b
p,f,h,g,v,x,b
p,f,h,g,v,x,b
p,f,h,d,y,x,b
p,f,h,d,y,f,b
p,f,h,g,y,f,b
p,f,h,g,y,f,b
p,f,h,d,v,x,b
p,f,h,p,v,f,b
p,f,h,p,y,f,b
p,f,h,p,y,f,b
p,f,h,d,y,f,b
p,f,h,p,v,f,b
p,f,h,d,v,f,b
p,f,h,g,v,x,b
p,f,h,g,v,x,b
p,f,h,d,v,x,b
e,n,w,w,c,x,b
p,f,h,d,v,f,b
p,f,h,d,v,x,b
p,s,w,l,v,x,n
p,f,h,d,y,x,b
p,f,h,p,v,f,b
p,f,h,d,y,f,b
p,f,h,g,y,f,b
p,f,h,d,v,x,b
p,f,h,g,v,x,b
p,f,h,p,y,f,b
p,f,h,p,v,x,b
p,f,h,g,y,f,b
p,f,h,g,y,x,b
e,n,h,d,v,x,n
e,n,w,w,c,f,b
p,f,h,d,y,f,b
p,f,h,p,y,x,b
p,f,h,g,v,x,b
p,f,h,d,y,f,b
p,f,h,g,v,f,b
p,f,h,g,y,f,b
p,f,h,g,v,f,b
p,f,h,g,y,x,b
p,f,h,d,v,f,b
p,f,h,d,v,f,b
p,f,h,g,v,f,b
p,f,h,g,y,f,b
p,f,h,g,v,f,b
p,f,h,g,v,f,b
p,n,r,m,v,f,b
p,f,h,p,y,x,b
p,f,h,p,v,f,b
p,f,h,g,v,f,b
p,f,h,d,v,x,b
p,f,h,p,v,x,b
p,f,h,d,y,x,b
e,n,n,d,v,f,b
e,n,h,d,v,x,n
p,f,h,d,y,x,b
p,f,h,g,v,f,b
p,f,h,d,v,x,b
p,f,h,d,v,f,b
p,f,h,p,y,x,b
p,f,h,d,v,x,b
p,f,h,p,y,x,b
p,f,h,g,v,f,b
p,f,h,p,y,x,b
p,f,h,g,y,f,b
p,f,h,p,v,f,b
p,f,h,p,y,x,b
e,n,n,d,v,f,b
p,f,h,d,y,x,b
p,f,h,d,v,f,b
p,f,h,p,y,x,b
p,f,h,p,v,f,b
p,f,h,p,y,f,b
p,f,h,d,y,f,b
p,f,h,g,v,f,b
p,f,h,d,y,f,b
p,f,h,d,v,f,b
p,f,h,d,y,x,b
p,f,h,p,v,x,b
p,f,h,p,y,x,b
p,c,n,d,v,x,n
p,f,h,d,y,f,b
p,f,h,p,v,x,b
p,f,h,d,v,f,b
p,f,h,g,v,x,b
p,f,h,d,v,f,b
p,f,h,d,v,f,b
p,f,h,p,y,f,b
p,f,h,g,v,x,b
p,f,h,g,v,f,b
p,f,h,p,y,f,b
p,f,h,d,v,x,b
p,f,h,g,v,f,b
p,f,h,p,y,x,b
p,f,h,d,y,f,b
p,f,h,g,v,x,b
p,f,h,d,y,f,b
p,f,h,d,y,f,b
p,f,h,g,v,f,b
p,f,h,d,v,f,b
p,f,h,g,y,f,b
p,f,h,d,v,f,b
p,f,h,d,y,x,b
p,f,h,d,v,x,b
p,f,h,d,y,f,b
p,f,h,d,v,x,b
p,f,h,g,v,x,b
p,y,w,d,v,x,n
e,n,w,w,c,f,b
p,f,h,g,v,x,b
p,f,h,d,y,x,b
p,f,h,d,y,f,b
p,f,h,d,y,x,b
p,f,h,p,v,f,b
p,f,h,d,y,f,b
p,f,h,p,v,f,b
p,f,h,p,v,x,b
p,f,h,g,y,f,b
p,f,h,d,y,f,b
p,f,h,p,v,f,b
p,f,h,g,y,f,b
p,f,h,g,y,f,b
p,f,h,d,v,f,b
p,f,h,d,v,f,b
p,f,h,p,v,f,b
p,c,k,d,s,x,n
p,f,h,g,v,f,b
e,n,k,d,v,f,b
p,f,h,p,v,x,b
p,f,h,d,y,x,b
p,f,h,g,v,f,b
e,n,k,d,v,f,b
p,f,h,d,y,x,b
p,f,h,p,v,x,b
p,f,h,p,y,f,b
p,f,h,p,v,x,b
p,f,h,d,y,x,b
p,f,h,g,v,x,b
p,f,h,u,s,f,b
p,f,h,d,v,x,b
p,f,h,g,v,x,b
p,f,h,p,y,f,b
p,f,h,p,v,x,b
p,f,h,d,v,x,b
e,n,h,d,v,f,n
p,f,h,d,y,f,b
p,f,h,g,v,f,b
p,f,h,g,y,x,b
p,f,h,g,y,f,b
e,n,n,d,y,f,b
p,f,h,p,v,x,b
p,f,h,d,y,f,b
p,f,h,p,y,x,b
p,f,h,g,y,f,b
p,f,h,d,v,x,b
p,f,h,p,v,x,b
p,f,h,p,v,x,b
p,f,h,g,v,f,b
p,f,h,u,s,x,b
e,n,w,w,c,f,b
e,n,h,d,y,x,n
p,f,h,g,v,x,b
p,f,h,d,y,x,b
p,f,h,p,y,x,b
p,f,h,d,y,f,b
p,f,h,p,y,x,b
p,f,h,g,y,f,b
p,f,h,g,y,f,b
p,f,h,p,y,x,b
p,f,h,p,y,f,b
e,n,w,w,c,f,b
p,f,h,p,y,f,b
p,f,h,p,y,x,b
p,f,h,p,y,x,b
p,f,h,g,v,f,b
p,f,h,d,y,x,b
p,f,h,d,y,f,b
p,f,h,p,y,f,b
p,f,h,g,y,x,b
p,f,h,d,y,x,b
p,f,h,p,y,f,b
p,f,h,d,y,f,b
p,f,h,p,y,x,b
p,f,h,p,v,f,b
p,f,h,d,v,f,b
p,f,h,g,y,x,b
p,f,h,d,v,f,b
p,f,h,g,y,x,b
p,f,h,d,v,f,b
p,f,h,p,y,x,b
p,f,h,g,y,x,b
p,f,h,p,v,x,b
p,f,h,p,v,f,b
e,n,n,d,y,f,b
p,f,h,d,y,f,b
p,f,h,p,y,x,b
p,f,h,g,s,x,b
p,f,h,p,v,f,b
p,f,h,p,v,x,b
p,c,k,d,s,x,n
p,f,h,d,y,x,b
p,f,h,u,s,f,b
p,f,h,g,y,x,b
p,f,h,d,y,x,b
p,f,h,g,y,f,b
p,n,r,g,v,f,b
p,f,h,u,v,f,b
p,f,h,g,v,x,b
p,f,h,g,y,x,b
p,f,h,g,v,x,b
p,f,h,p,y,f,b
p,f,h,p,v,f,b
p,f,h,p,y,x,b
p,f,h,p,v,f,b
e,n,h,d,v,f,n
p,f,h,g,y,x,b
e,n,n,d,v,f,b
p,f,h,g,y,f,b
p,f,h,g,v,x,b
p,f,w,l,v,x,n
p,f,h,g,y,x,b
p,f,h,d,y,x,b
p,f,h,g,y,f,b
p,f,h,p,v,x,b
p,f,h,g,y,x,b
p,f,h,d,y,x,b
p,f,h,g,y,f,b
p,f,h,p,v,f,b
p,f,h,g,y,f,b
e,n,n,d,y,f,b
p,f,h,g,v,x,b
e,n,k,d,y,f,b
p,f,h,d,y,x,b
p,f,h,p,y,x,b
p,f,h,p,y,f,b
p,f,h,p,y,x,b
p,f,h,d,v,f,b
p,f,h,d,v,f,b
p,f,h,p,y,f,b
p,f,h,g,y,f,b
p,f,h,d,v,x,b
p,f,h,p,y,x,b
p,f,h,d,v,f,b
p,f,h,d,y,x,b
p,f,h,p,y,f,b
p,f,h,d,v,f,b
p,c,k,d,s,x,n
p,f,h,d,v,f,b
p,f,h,d,v,x,b
p,f,h,g,y,x,b
p,f,h,d,v,x,b
p,f,h,p,v,f,b
p,f,h,p,y,x,b
p,f,h,d,v,x,b
p,f,h,d,v,f,b
p,f,h,g,v,f,b
p,f,h,d,y,x,b
p,f,h,d,y,f,b
p,f,h,d,v,x,b
p,f,h,d,y,x,b
p,f,h,d,v,x,b
p,f,h,g,y,x,b
p,f,h,g,v,x,b
p,f,h,d,y,x,b
p,f,h,p,y,f,b
p,f,h,g,v,f,b
p,f,h,p,v,x,b
p,f,h,d,v,x,b
p,f,h,d,y,x,b
p,f,h,p,v,f,b
p,f,h,p,v,x,b
p,f,h,d,v,x,b
p,f,h,d,y,f,b
p,f,h,p,v,f,b
e,n,w,w,c,x,b
p,f,h,d,v,f,b
p,c,k,d,v,x,n
p,f,h,g,y,x,b
p,f,h,p,y,f,b
p,f,h,g,y,x,b
e,n,n,d,y,f,b
p,f,h,d,v,x,b
p,f,h,g,y,x,b
p,f,h,g,v,f,b
p,f,h,g,y,f,b
e,n,n,d,v,f,b
p,f,h,p,y,x,b
p,f,h,p,v,f,b
p,f,h,p,v,x,b
p,f,h,d,y,f,b
p,f,h,d,y,f,b
p,f,h,g,v,f,b
p,f,h,g,v,f,b
p,f,h,g,y,x,b
p,f,h,p,y,f,b
p,f,h,g,y,x,b
e,n,n,d,y,f,b
p,f,h,g,s,x,b
p,f,w,p,v,x,n
p,f,h,g,v,f,b
p,f,h,g,y,f,b
p,f,h,g,v,f,b
p,f,h,d,v,f,b
e,n,w,w,c,f,b
p,f,h,p,v,f,b
p,f,h,g,v,x,b
p,f,h,d,y,f,b
p,f,h,d,y,x,b
p,f,h,g,y,f,b
e,n,w,w,c,f,b
p,f,h,g,v,f,b
p,n,w,d,v,k,n
p,f,h,d,v,f,b
p,f,h,p,v,f,b
p,s,w,p,v,x,n
p,f,h,d,v,f,b
p,f,h,p,y,f,b
p,f,h,g,v,f,b
p,f,h,d,v,f,b
p,f,h,g,y,x,b
p,f,h,g,y,x,b
e,n,w,w,c,x,b
p,f,h,d,v,f,b
p,n,w,d,v,b,n
p,f,h,d,v,f,b
p,f,h,u,s,x,b
p,f,h,d,v,f,b
p,f,h,g,v,f,b
e,n,w,w,c,k,b
p,f,h,p,v,f,b
p,f,h,p,v,f,b
e,n,w,l,v,k,n
p,c,n,d,v,x,n
p,f,h,g,y,x,b
p,f,h,p,v,x,b
p,f,h,d,y,x,b
p,f,h,p,v,f,b
p,n,r,g,v,b,b
p,f,h,g,v,x,b
e,n,n,d,y,f,b
p,n,r,m,v,b,b
e,n,w,w,c,f,b
p,f,h,g,v,x,b
e,n,w,w,c,k,b
p,f,h,p,y,x,b
p,f,h,u,v,f,b
p,f,h,d,v,f,b
p,f,h,d,v,x,b
p,f,h,d,v,x,b
p,f,h,p,y,x,b
p,f,h,d,v,x,b
p,f,h,d,y,x,b
p,f,h,p,y,x,b
p,f,h,p,y,x,b
p,f,h,p,v,f,b
e,n,w,w,c,k,b
e,n,w,w,c,f,b
e,n,w,w,c,f,b
p,f,h,d,v,x,b
e,n,n,d,v,f,b
p,f,h,p,y,f,b
p,f,h,g,y,f,b
p,f,h,g,v,x,b
p,f,h,p,v,f,b
p,f,h,d,y,x,b
p,f,h,g,v,f,b
p,f,w,l,v,x,n
p,f,h,p,v,f,b
e,n,w,w,c,f,b
e,n,k,d,v,f,b
p,f,h,g,y,f,b
p,f,h,p,v,x,b
p,f,h,d,y,f,b
e,n,n,d,v,f,b
p,f,h,p,v,x,b
p,f,h,p,y,f,b
p,f,h,p,v,f,b
p,f,h,d,y,f,b
p,f,h,d,v,x,b
p,n,r,m,v,b,b
p,f,h,p,y,f,b
p,f,w,d,v,x,n
p,f,h,g,y,f,b
p,f,h,g,v,x,b
p,f,h,p,y,f,b
e,n,w,w,c,f,b
p,f,h,g,s,x,b
p,f,h,g,y,f,b
p,f,h,p,v,x,b
p,f,h,g,v,x,b
p,f,h,u,s,f,b
p,c,k,d,v,x,n
p,f,h,p,y,x,b
p,f,h,g,y,f,b
p,f,h,p,y,f,b
e,n,h,d,y,x,n
e,n,h,d,v,f,n
p,f,h,d,v,x,b
p,f,h,p,y,f,b
p,f,h,g,y,f,b
p,y,w,p,v,x,n
p,y,w,l,v,x,n
p,f,h,d,y,x,b
p,f,h,g,v,x,b
p,f,h,d,y,f,b
p,f,h,g,y,x,b
p,f,h,d,v,x,b
p,f,h,p,y,f,b
e,n,w,w,c,f,b
p,f,h,p,y,f,b
p,f,h,p,y,x,b
p,f,h,g,s,f,b
p,f,h,g,v,f,b
p,f,h,d,y,x,b
p,f,h,p,y,x,b
p,f,h,u,v,x,b
p,f,h,g,y,f,b
p,f,h,g,v,f,b
p,c,k,d,v,x,n
p,f,h,p,y,f,b
e,n,n,d,y,f,b
p,f,h,g,y,x,b
p,f,h,p,y,x,b
e,n,w,w,c,k,b
p,f,h,g,v,f,b
p,f,h,d,v,f,b
p,f,h,g,y,x,b
e,n,w,l,v,x,n
e,n,w,w,c,x,b
p,f,h,p,v,x,b
p,f,h,g,v,x,b
p,f,h,g,v,f,b
p,f,h,g,y,x,b
p,f,h,p,v,f,b
p,f,h,g,v,x,b
p,s,w,p,v,x,n
e,n,w,w,c,k,b
p,f,h,d,y,f,b
p,f,h,p,v,x,b
p,f,h,p,y,f,b
p,f,h,d,v,x,b
p,f,h,g,v,f,b
e,n,w,w,c,k,b
p,n,w,d,v,f,n
p,f,h,d,y,x,b
p,f,h,d,y,x,b
p,f,h,p,v,x,b
p,f,h,u,v,f,b
e,n,w,w,c,f,b
p,f,h,u,s,f,b
p,f,h,p,y,f,b
p,f,h,p,v,x,b
p,f,h,p,v,f,b
p,f,h,g,y,f,b
p,f,h,d,v,f,b
p,f,h,u,v,x,b
p,f,h,p,y,f,b
p,f,h,d,y,x,b
p,f,h,g,y,f,b
p,f,h,d,y,f,b
p,f,h,u,s,f,b
e,n,w,w,c,f,b
e,n,w,w,c,x,b
e,n,w,w,c,k,b
p,n,r,g,v,f,b
p,f,h,p,v,f,b
p,f,h,p,v,x,b
p,f,h,g,v,f,b
p,f,h,d,y,f,b
p,f,h,p,y,x,b
p,f,h,d,v,f,b
p,f,h,d,y,f,b
p,f,h,d,v,f,b
p,f,h,g,v,f,b
p,f,h,g,y,f,b
p,f,h,d,v,x,b
p,f,h,p,y,x,b
p,f,h,g,v,f,b
p,f,h,d,y,f,b
p,f,h,p,v,x,b
